link_no,name,start_lrp,start_offset,start_chainage,end_lrp,end_offset,end_chainage,length_km,heavy_truck,medium_truck,small_truck,large_bus,medium_bus,micro_bus,utility,car,auto_rickshaw,motorcycle,bicycle,cycle_rickshaw,cart,motorized_total,non_motorized_total,total_aadt,aadt,road
N603-1,Belpukur (Rajshahi)-Khorkhori Bypass(Int.with Z6010),LRPS,0,0,LRP009,300,9.3,9.300,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603
N603-2,Khorkhori Bypass(Int.with Z6010)-Int.with R685,LRP009,300,9.3,LRP012,1700,13.7,4.400,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603
N603-3,Int.with R685-Kasiadanga,LRP012,1700,13.7,LRPE,0,21.03,7.330,267.0,1854.0,1123.0,390.0,308.0,199.0,142.0,224.0,1324.0,1307.0,835.0,670.0,0.0,7138.0,1505.0,8643.0,8643.0,N603
N106-1,Chittagong (Oxygen More)-Hathazari (Int. with R160),LRPS,0,0,LRP010,2084,12.192,12.192,12.0,2672.0,709.0,757.0,741.0,750.0,289.0,1063.0,8817.0,1355.0,234.0,393.0,0.0,17165.0,627.0,17792.0,17792.0,N106
N106-2,Hathazari (Int. with R160)-Gohira(Int.with Z1619),LRP010,2084,12.192,LRP018,1533,19.321,7.129,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106
N106-3,Gohira(Int.with Z1619)-Munshihat (Int.with Z1629),LRP018,1533,19.321,LRP024,828,24.297,4.976,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106
N106-4,Munshihat (Int.with Z1629)-Raozan (Int.with Z1012),LRP024,828,24.297,LRP025,820,25.278,0.981,0.0,776.0,362.0,197.0,220.0,281.0,217.0,296.0,5481.0,1078.0,576.0,943.0,0.0,8908.0,1519.0,10427.0,10427.0,N106
N106-5,Raozan (Int.with Z1012)-Ranirhat (Int.with Z1613),LRP025,820,25.278,LRP039,690,37.25,11.972,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106
N106-6,Ranirhat (Int.with Z1613)-Gabtoli (Int.with Z1617),LRP039,690,37.25,LRP044,296,41.825,4.575,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106
N106-7,Gabtoli (Int.with Z1617)-Ghagra (Int. with R161),LRP044,296,41.825,LRP051,147,48.879,7.054,0.0,342.0,189.0,195.0,120.0,184.0,418.0,103.0,520.0,372.0,0.0,0.0,0.0,2443.0,0.0,2443.0,2443.0,N106
N106-8,Ghagra (Int. with R161)-Manikchhari(Int. with R162),LRP051,147,48.879,LRP059,566,57.303,8.424,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,N106
N106-9,Manikchhari(Int. with R162)-Rangamati,LRP059,566,57.303,LRPE,0,66.85,9.547,0.0,92.0,127.0,56.0,104.0,103.0,83.0,35.0,904.0,471.0,0.0,0.0,0.0,1975.0,0.0,1975.0,1975.0,N106
N128-1,Int with N1-Sitakunda,LRPS,0,0,LRPE,0,1.297,1.297,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,N128
N408-1,Karatipara (Int.with N4)-Karatia Bazar(Int.with N407),LRPS,0,0,LRPS,1502,1.502,1.502,37.0,4781.0,1015.0,4459.0,569.0,1283.0,327.0,1083.0,1656.0,958.0,137.0,151.0,0.0,16168.0,288.0,16456.0,16456.0,N408
N408-2,Karatia Bazar(Int.with N407)-Int.with N4,LRPS,1502,1.502,LRPE,0,3.532,2.030,37.0,4781.0,1015.0,4459.0,569.0,1283.0,327.0,1083.0,1656.0,958.0,137.0,151.0,0.0,16168.0,288.0,16456.0,16456.0,N408
